FName str,LName str,Gender str,AreaCode int,Phone str,City str,State str,Zip int,MaritalStatus str,HasChild str,Salary int,Rate float,SingleExemp float,MarriedExemp float,ChildExemp float
Jega,,F,,702-9984,HOYTVILLE,OH,43529.0,S,,40000.0,1.8738205,1300.0,0.0,
Julian,Apperley,M,939.0,573-2992,SAN JUAN,PR,929.0,M,Y,,0.0,0.0,0.0,0.0
Jianhua,Zodik,,505.0,942-7026,KENNA,NM,88122.0,S,N,95000.0,5.3,3300.0,,0.0
Serhan,Lovett,M,860.0,331-1336,TRUMBULL,,6611.0,M,N,75000.0,5.0,0.0,24500.0,0.0
Jiyu,Vrckovnik,F,401.0,280-5016,PEACE DALE,RI,2883.0,M,Y,95000.0,0.0,0.0,0.0,0.0
Ruddy,Heiner,,503.0,648-5534,TROUTDALE,OR,97060.0,M,Y,50000.0,9.0,,318.0,159.0
Hakjong,Cui,F,620.0,590-4419,TOPEKA,KS,66637.0,S,N,40000.0,6.45,2250.0,0.0,0.0
Evaggelia,Dustdar,M,907.0,735-7281,HOONAH,AK,99829.0,S,Y,85000.0,0.0,0.0,0.0,0.0
Iordana,,M,907.0,453-6278,BIG LAKE,AK,99652.0,S,N,5000.0,0.0,,0.0,0.0
Neelam,Kawagoe,M,501.0,345-9395,GREENWAY,AR,72430.0,S,Y,20000.0,,20.0,0.0,
Nanda,,,,785-8033,DEARBORN,MI,48120.0,M,Y,75000.0,3.9,0.0,6200.0,3100.0
Eija,Rijckaert,M,615.0,716-3377,MARYVILLE,,37803.0,S,N,50000.0,0.0,,0.0,
Sajid,Rajkumar,F,,979-7993,HONOLULU,HI,96814.0,M,N,85000.0,8.25,0.0,2080.0,0.0
,Krablin,M,787.0,,SAN JUAN,PR,908.0,M,N,65000.0,0.0,0.0,0.0,0.0
Miki,Lindberg,M,574.0,735-3175,FORT WAYNE,IN,46858.0,S,Y,,,1000.0,0.0,1000.0
Kwangsub,Pequeno,M,503.0,455-2255,GOVERNMENT CAMP,OR,97028.0,,N,30000.0,9.0,0.0,318.0,0.0
Idoia,Sauder,F,351.0,344-1616,WINCHENDON SPRINGS,MA,1477.0,M,Y,15000.0,5.3,0.0,7150.0,1000.0
Liliana,Kochskamper,,505.0,611-8776,CAPROCK,NM,88213.0,M,Y,50000.0,5.3,0.0,6600.0,3300.0
Vaagan,Herlea,F,989.0,301-3189,REMUS,MI,49340.0,,Y,30000.0,3.9,3100.0,0.0,3100.0
Alexius,Nassif,F,,333-1486,HARTFORD,CT,6176.0,S,N,25000.0,5.0,12750.0,0.0,0.0
Romas,Sandoe,M,630.0,610-1329,DOWELL,IL,62927.0,S,Y,,,2000.0,0.0,2000.0
Shafeek,Serbanati,M,307.0,819-5193,LEITER,WY,82837.0,M,N,80000.0,0.0,0.0,0.0,0.0
Dayun,Gihr,F,678.0,,ATLANTA,GA,31120.0,S,,10000.0,6.0,2700.0,0.0,
Magy,Lobelle,,402.0,152-8487,LONG PINE,NE,69217.0,S,N,50000.0,,103.0,,0.0
Jeretta,Reutov,F,202.0,840-6350,WASHINGTON,DC,20240.0,S,Y,15000.0,5.625,1370.0,0.0,1370.0
Willi,Fadgyas,F,785.0,707-7429,TAMPA,KS,67483.0,M,Y,85000.0,6.45,0.0,4500.0,2250.0
Kokichi,Jumpertz,,202.0,657-8626,WASHINGTON,,,S,Y,95000.0,9.0,1370.0,0.0,1370.0
Navdeep,Heinle,F,901.0,,,TN,38188.0,,N,70000.0,0.0,0.0,,0.0
Sanzheng,Simutis,M,920.0,732-1036,BLACK RIVER FALLS,WI,54615.0,M,Y,100000.0,,0.0,1400.0,
Inbal,Monderer,M,304.0,264-7606,POINTS,WV,,S,,40000.0,5.1000004,2000.0,0.0,2000.0
Wissal,Katsaggelos,F,862.0,205-3635,TUCKERTON,,8087.0,S,N,80000.0,2.34625,1000.0,,0.0
Yojiro,Cochrane,F,202.0,871-8230,WASHINGTON,DC,20226.0,,Y,75000.0,9.0,0.0,2740.0,1370.0
Dayanand,Ilie,M,307.0,647-3023,WHEATLAND,WY,82201.0,M,Y,25000.0,,0.0,,0.0
Ramaswami,Cox,F,503.0,532-8825,DEXTER,OR,97431.0,M,Y,10000.0,,0.0,318.0,159.0
Laurie,Usas,M,601.0,545-8293,TOCCOPOLA,MS,38874.0,S,Y,40000.0,5.0,6000.0,0.0,1500.0
Liuba,Miculan,F,303.0,515-1605,DUPONT,,80024.0,S,,95000.0,4.63,0.0,0.0,0.0
Cecile,Sanabria,F,,869-4750,WASHINGTON,,20013.0,M,Y,65000.0,9.0,0.0,2740.0,1370.0
Fedor,Mackey,,808.0,318-7072,KAUNAKAKAI,HI,96748.0,M,N,15000.0,,0.0,2080.0,0.0
Opher,Lafond,F,980.0,906-4990,BARNARDSVILLE,NC,28709.0,M,Y,65000.0,7.0961537,0.0,,3300.0
LiWu,Brownfield,M,808.0,558-3482,EWA BEACH,HI,96706.0,M,N,90000.0,8.25,0.0,2080.0,0.0
Salil,Clo,M,401.0,733-4916,BLOCK ISLAND,RI,2807.0,S,Y,60000.0,0.0,0.0,0.0,0.0
,Calisti,F,,266-7152,SUGAR HILL,NH,3586.0,M,N,,0.0,0.0,0.0,0.0
Eran,Schappert,F,406.0,,CARDWELL,,59721.0,M,Y,60000.0,6.9,0.0,3800.0,1900.0
Yonghuai,Anson,M,603.0,914-9601,DERRY,NH,3038.0,M,N,100000.0,0.0,0.0,,0.0
Grigore,Prieditis,F,907.0,268-9092,CHEFORNAK,AK,99561.0,M,Y,65000.0,0.0,,0.0,0.0
Carin,Ghelli,F,,709-7636,,LA,71441.0,M,N,85000.0,6.0,0.0,,0.0
Juzhen,Sssuwa,F,406.0,478-3473,CAMERON,,59720.0,M,N,50000.0,6.9,,3800.0,0.0
Seiichi,Chi,M,,,ARCOLA,MS,38722.0,S,N,40000.0,5.0,6000.0,0.0,0.0
Soheil,Lakhani,M,775.0,452-8989,LAS VEGAS,NV,89178.0,,Y,45000.0,0.0,0.0,0.0,0.0
Nayyer,Baur,M,864.0,308-2869,GROVER,SC,29447.0,M,Y,,,0.0,6600.0,3300.0
,Syrzycki,M,260.0,332-6711,TOPEKA,IN,46571.0,M,,45000.0,3.4,0.0,2000.0,1000.0
,Glockner,M,248.0,516-7979,GRAND BLANC,MI,48439.0,M,N,70000.0,3.9,0.0,6200.0,0.0
Neli,Lanin,M,857.0,635-5783,SUTTON,MA,1590.0,M,N,90000.0,5.3,0.0,7150.0,0.0
Jurg,Widera,F,208.0,,MERIDIAN,ID,83642.0,M,Y,,,0.0,6600.0,3300.0
Matrina,Hartroth,F,360.0,333-8269,TAHUYA,WA,98588.0,,,100000.0,0.0,0.0,0.0,0.0
Seijo,,,,687-2005,SOUTH SAN FRANCISCO,CA,94083.0,,N,100000.0,,87.0,0.0,0.0
,Eves,F,520.0,518-4629,PHOENIX,AZ,,S,Y,20000.0,3.0249999,2100.0,0.0,2300.0
Atsuo,Badr,M,859.0,376-1790,MAPLE MOUNT,KY,42356.0,M,N,15000.0,2.6666667,0.0,40.0,0.0
Sophie,Blu,M,301.0,872-2817,CRAPO,MD,,,Y,25000.0,4.75,0.0,4800.0,2400.0
Dines,Jurdjevic,F,505.0,394-3188,ABIQUIU,,87510.0,M,N,40000.0,5.3,0.0,6600.0,0.0
Olac,Agarawala,M,662.0,242-8714,CHUNKY,MS,39323.0,M,,,5.0,0.0,12000.0,0.0
Monia,Maciel,F,412.0,313-7588,,PA,16864.0,M,Y,40000.0,3.07,0.0,0.0,0.0
Husam,Bergsten,M,973.0,115-2117,ASBURY,NJ,8802.0,M,N,25000.0,1.4788542,0.0,,0.0
Yongwon,Charissis,F,386.0,899-8173,SANFORD,FL,32773.0,S,,5000.0,0.0,0.0,0.0,0.0
Kerttu,Seidmann,,802.0,272-6038,NORTH MONTPELIER,VT,5666.0,S,Y,,3.6,3300.0,0.0,3300.0
Athomas,Bear,M,302.0,266-1198,WILMINGTON,DE,19803.0,M,N,35000.0,4.245455,0.0,,0.0
Sorel,Maguire,F,918.0,763-3696,ADDINGTON,OK,73520.0,M,N,55000.0,6.25,0.0,2000.0,0.0
Achim,Pino,,970.0,586-8770,LAKE GEORGE,,80827.0,S,N,75000.0,4.63,0.0,0.0,0.0
Geunbae,,F,814.0,990-8703,WIND GAP,PA,18091.0,M,Y,80000.0,3.07,0.0,0.0,0.0
Yael,,F,865.0,808-9116,SLAYDEN,TN,37165.0,M,N,75000.0,0.0,0.0,0.0,0.0
Rimli,Favero,F,907.0,448-1771,,AK,99625.0,S,N,15000.0,0.0,0.0,0.0,0.0
Edison,Stroet,F,605.0,799-8667,ENNING,,57737.0,M,Y,55000.0,0.0,0.0,0.0,0.0
Flemming,,F,650.0,544-2085,BERKELEY,CA,94705.0,M,N,90000.0,9.3,0.0,174.0,0.0
Barbee,Pollermann,F,320.0,619-5701,,MN,55008.0,M,N,5000.0,5.35,0.0,6600.0,0.0
Carles,Ouchi,M,347.0,946-9552,MECKLENBURG,NY,14863.0,S,N,25000.0,4.0984755,0.0,0.0,0.0
Jermy,Pezzoli,F,708.0,653-1297,MOWEAQUA,IL,62550.0,S,N,50000.0,3.0,2000.0,0.0,0.0
Pramode,Parnes,F,540.0,221-2383,ALEXANDRIA,VA,22304.0,S,N,5000.0,2.5357144,,0.0,0.0
Zhimming,Taimanov,F,612.0,900-1570,CLINTON,MN,56225.0,M,Y,90000.0,7.85,,6600.0,3300.0
Pawan,Krauser,F,843.0,720-9753,MOUNT PLEASANT,SC,29465.0,M,Y,65000.0,7.0,0.0,6600.0,3300.0
Sissel,Richter,M,401.0,962-9486,COVENTRY,RI,2816.0,,N,65000.0,0.0,0.0,0.0,0.0
Eyeun,Kaelbling,M,509.0,266-6653,BELLEVUE,WA,98015.0,M,Y,40000.0,0.0,0.0,0.0,0.0
Yungho,Calvin,M,503.0,885-8770,JORDAN VALLEY,OR,97910.0,M,N,,9.0,0.0,318.0,0.0
Celine,Kadobayashi,F,651.0,693-1050,HOFFMAN,MN,56339.0,S,N,25000.0,,3300.0,0.0,0.0
Nectarios,Pistor,M,,840-7680,PINOLA,MS,39149.0,S,Y,75000.0,5.0,6000.0,0.0,1500.0
Linda,Decleir,F,,967-5362,PASCOAG,RI,2859.0,S,Y,45000.0,0.0,0.0,0.0,0.0
Hou,Sedobgo,F,918.0,913-1616,QUINTON,,74561.0,S,N,20000.0,6.25,1000.0,0.0,0.0
Edil,,M,515.0,763-9250,PERSIA,IA,51563.0,S,Y,20000.0,3.2516527,40.0,0.0,40.0
Lucien,Brookman,M,603.0,448-4340,NEWTON JUNCTION,NH,3859.0,S,,15000.0,0.0,0.0,0.0,0.0
Gavriela,Rabejac,,407.0,533-8625,SARASOTA,FL,34241.0,S,Y,100000.0,0.0,0.0,0.0,0.0
Dennis,Balsters,M,706.0,188-8148,SAVANNAH,GA,31408.0,S,N,,6.0,2700.0,,0.0
Jamal,Olien,M,702.0,739-7935,RUTH,NV,89319.0,M,Y,50000.0,0.0,0.0,0.0,
Tilak,Portinale,M,505.0,304-5926,GAMERCO,NM,87317.0,M,,80000.0,5.3,0.0,6600.0,0.0
Wilsin,Doucet,F,304.0,357-4110,DELRAY,,26714.0,S,Y,70000.0,6.5,2000.0,0.0,2000.0
Anirvan,Machin,F,,902-7824,HONOLULU,HI,96827.0,M,N,70000.0,8.25,,2080.0,0.0
,Chickermane,F,856.0,770-4642,SUCCASUNNA,,7876.0,M,Y,40000.0,1.7154167,0.0,2000.0,
Hiralal,Gomatam,M,307.0,808-3371,KAYCEE,WY,82639.0,M,Y,40000.0,0.0,0.0,0.0,0.0
Barrett,Billard,F,307.0,,FORT LARAMIE,WY,82212.0,S,N,10000.0,0.0,0.0,0.0,0.0
Rana,Tomescu,M,,269-2156,REGENT,ND,58650.0,M,Y,100000.0,,0.0,,3300.0
Gleb,Snedden,,864.0,934-9661,SUMTER,SC,29150.0,S,N,65000.0,7.0,3300.0,0.0,0.0
Lutz,Zaimov,M,830.0,410-9117,,TX,77235.0,S,Y,10000.0,0.0,0.0,,0.0
Jefry,Pose,F,574.0,683-7321,,IN,46117.0,S,Y,90000.0,3.4,1000.0,0.0,1000.0
Rhon,Theys,,573.0,754-2482,DUTCHTOWN,MO,63745.0,S,N,60000.0,,2100.0,0.0,0.0
Huu,Yemeni,,801.0,121-5195,FERRON,UT,84523.0,S,Y,5000.0,7.0,2475.0,0.0,2475.0
Schahram,Pequeno,F,309.0,264-3992,CHICAGO,,60640.0,,N,25000.0,3.0,2000.0,0.0,0.0
Alka,Meijer,M,505.0,888-4901,SAN CRISTOBAL,NM,87564.0,M,Y,30000.0,5.3,0.0,,3300.0
Noppanunt,Krinik,F,318.0,929-6259,SPRINGHILL,LA,71075.0,M,N,25000.0,6.0,0.0,9000.0,0.0
Woo,Hibbard,M,605.0,841-7315,WOONSOCKET,,57385.0,M,N,65000.0,0.0,0.0,,0.0
Haleh,Higuchi,F,270.0,443-9508,,KY,41849.0,M,N,30000.0,3.5,0.0,40.0,0.0
Chidanand,Pemmaraju,M,228.0,,THAXTON,MS,38871.0,S,N,10000.0,5.0,6000.0,0.0,
Friedbert,Carrico,F,253.0,384-1420,CONNELL,WA,99326.0,M,N,20000.0,0.0,0.0,0.0,0.0
Jamel,Geraci,F,401.0,495-3841,WEST KINGSTON,RI,2892.0,S,N,25000.0,0.0,0.0,0.0,0.0
Arthur,Postmus,M,479.0,676-4974,RUSSELLVILLE,AR,72812.0,M,Y,30000.0,7.0,0.0,40.0,20.0
Hirohisa,Lunbeck,M,808.0,409-6745,VOLCANO,HI,96785.0,S,N,90000.0,8.25,1040.0,0.0,0.0
Seonghun,Simoni,M,404.0,806-9414,WESTON,GA,31832.0,,,80000.0,6.0,,5400.0,3000.0
Okan,Weishar,F,605.0,207-8947,VIBORG,SD,57070.0,S,Y,25000.0,0.0,0.0,,0.0
Jorrge,Lienert,F,270.0,316-7835,HAMPTON,KY,42047.0,M,,5000.0,2.1111112,0.0,40.0,
Leiming,,F,918.0,283-2622,HOPETON,OK,73746.0,M,Y,,6.25,0.0,2000.0,1000.0
Ismaeil,Frisby,M,,270-8194,,MA,2738.0,M,Y,95000.0,5.3,0.0,7150.0,1000.0
Naoki,Strausfeld,F,731.0,481-4797,CHARLOTTE,TN,37036.0,M,N,,0.0,0.0,0.0,0.0
Zsolt,Forcheri,M,417.0,197-6054,LAREDO,MO,64652.0,M,Y,70000.0,6.0,0.0,4200.0,1200.0
Manibrata,Maloney,F,931.0,677-3284,FAIRVIEW,TN,,S,N,,0.0,0.0,0.0,0.0
Lothar,Gramp,M,775.0,821-2013,BATTLE MOUNTAIN,NV,89820.0,M,,15000.0,0.0,0.0,,0.0
Liuba,Koblitz,,,554-7675,RALEIGH,NC,27675.0,M,Y,25000.0,6.256993,0.0,6600.0,3300.0
Yeogirl,Rosiles,M,947.0,520-5865,STERLING HEIGHTS,MI,48314.0,M,Y,30000.0,3.9,0.0,6200.0,3100.0
Yoshikane,Purday,F,406.0,644-6397,,MT,59702.0,S,Y,55000.0,6.9,1900.0,0.0,1900.0
Venkatavasu,Masullo,M,316.0,102-4766,ARNOLD,KS,67515.0,M,N,15000.0,3.5,0.0,4500.0,0.0
Roldolf,Csaba,M,843.0,,UNA,SC,29378.0,,Y,25000.0,7.0,0.0,6600.0,3300.0
Ramarao,Thacker,M,814.0,179-5890,GROVE CITY,,16127.0,S,N,,3.07,0.0,0.0,0.0
Saverio,Salmen,F,423.0,687-6659,LANCASTER,TN,38569.0,M,N,75000.0,0.0,0.0,0.0,
Cen,Schaub,M,843.0,883-4805,CHARLESTON,,29492.0,S,Y,5000.0,3.563716,3300.0,0.0,3300.0
Felipe,Moghrabi,M,816.0,145-4039,,MO,64670.0,S,,70000.0,6.0,,0.0,1200.0
Hazim,Prampolini,F,907.0,677-4041,GALENA,AK,99741.0,M,N,60000.0,0.0,0.0,0.0,0.0
Tadeusz,Nozawa,,203.0,536-9266,,,6829.0,S,,85000.0,5.0,,0.0,0.0
Gerco,,,612.0,591-1246,LASTRUP,MN,56344.0,,N,75000.0,7.85,0.0,6600.0,0.0
,Podkolzin,F,508.0,253-6368,LOWELL,MA,1854.0,M,N,25000.0,5.3,0.0,7150.0,0.0
Tiziana,Rosar,F,865.0,424-1743,SLAYDEN,TN,37165.0,S,N,35000.0,0.0,0.0,0.0,0.0
Jobst,Kocis,F,662.0,581-3640,COLUMBUS,,39701.0,M,N,45000.0,5.0,0.0,,0.0
Yuuji,Klosgen,M,978.0,384-7112,BRIMFIELD,MA,1010.0,M,Y,55000.0,,0.0,7150.0,1000.0
Anindya,Canas,M,603.0,726-3485,NASHUA,,3062.0,M,Y,40000.0,0.0,0.0,0.0,
Marlis,Isaac,M,787.0,651-8226,CANOVANAS,PR,729.0,M,N,90000.0,0.0,0.0,0.0,0.0
Serban,Carre,F,612.0,233-6323,SAINT VINCENT,MN,,,Y,60000.0,7.4572573,3300.0,0.0,3300.0
Elspeth,Vutukuru,M,501.0,111-3207,NASHVILLE,AR,71852.0,S,N,55000.0,7.0,20.0,0.0,0.0
Tsunehiko,Giraffa,,218.0,527-3430,TWIN LAKES,,56089.0,,Y,55000.0,7.1904483,0.0,,3300.0
Lourdes,,F,770.0,542-4027,SURRENCY,GA,,S,,65000.0,6.0,2700.0,0.0,3000.0
Aron,Plumer,M,732.0,429-1274,NEPTUNE,NJ,7754.0,,N,15000.0,1.4,1000.0,0.0,0.0
Rajendra,Bourbakis,F,401.0,428-3357,,RI,2880.0,S,N,75000.0,0.0,0.0,0.0,
Pierto,Grandbois,M,303.0,,DINOSAUR,CO,81610.0,M,N,50000.0,4.63,0.0,0.0,0.0
Jingling,Partee,F,939.0,754-2978,MERCEDITA,PR,715.0,M,N,55000.0,0.0,0.0,0.0,0.0
Piyawadee,Cakic,M,585.0,,GLENFIELD,NY,13343.0,S,,75000.0,4.3881097,0.0,0.0,1000.0
Tadaaki,Oelmann,F,702.0,638-8566,MC DERMITT,NV,89421.0,S,N,15000.0,0.0,0.0,0.0,
Jussara,,F,509.0,554-7247,SEATTLE,WA,98107.0,S,Y,55000.0,0.0,0.0,0.0,0.0
Suhas,Pavlova,F,847.0,,LELAND,IL,60531.0,M,N,45000.0,3.0,0.0,4000.0,0.0
Huapeng,Kinter,M,760.0,389-6926,LOMA LINDA,CA,92357.0,M,,,1.869,,174.0,
Akiko,Lessing,M,309.0,375-8969,DANVILLE,IL,61834.0,M,,70000.0,3.0,0.0,4000.0,2000.0
Prabal,,M,808.0,,J B P H H,HI,,M,Y,55000.0,8.25,,2080.0,
Avshalom,Wothke,F,505.0,828-3110,ROY,NM,87743.0,M,Y,15000.0,4.957143,0.0,6600.0,
Teri,Houtsma,F,608.0,910-9527,COMSTOCK,,54826.0,M,Y,50000.0,5.3151608,0.0,1400.0,400.0
Line,Ritondale,F,248.0,433-2581,SOUTHFIELD,MI,48034.0,,N,60000.0,3.9,3100.0,0.0,
Eldad,Moshman,M,228.0,578-1831,PEARL,MS,,S,N,,5.0,,0.0,0.0
Xianlong,Larcher,F,702.0,753-6897,MANHATTAN,NV,89022.0,M,Y,80000.0,0.0,0.0,0.0,0.0
Juliano,Thenmozhi,M,787.0,254-9468,GUAYAMA,PR,785.0,S,N,90000.0,0.0,0.0,0.0,0.0
Surya,Bruha,F,304.0,534-8096,FALLING WATERS,WV,25419.0,S,Y,30000.0,4.4,2000.0,0.0,2000.0
Veli,Ryslinkova,F,912.0,847-7031,AUGUSTA,GA,30904.0,S,N,100000.0,6.0,2700.0,0.0,
Sergej,Zukowski,,567.0,471-4726,SARDINIA,OH,45171.0,S,N,80000.0,3.2016153,,0.0,0.0
,Leemis,F,,645-3949,SANDERS,MT,,S,Y,100000.0,6.9,1900.0,0.0,1900.0
,Forman,F,720.0,975-1420,HOT SULPHUR SPRINGS,CO,80451.0,M,N,40000.0,4.63,0.0,,0.0
Alicja,Radhakrishnan,,434.0,353-2800,TOWNSEND,VA,23443.0,S,Y,20000.0,5.75,900.0,0.0,900.0
Sanjai,Dovidio,M,402.0,471-6457,LEWELLEN,NE,69147.0,S,Y,90000.0,6.84,103.0,0.0,103.0
Cor,Zlatin,,787.0,291-5969,AGUADILLA,PR,,M,N,90000.0,0.0,0.0,0.0,0.0
Kenta,,M,603.0,478-5359,SANBORNTON,NH,3269.0,S,N,100000.0,0.0,0.0,0.0,0.0
Armando,Manukyan,M,,,DAYTONA BEACH,FL,32126.0,,N,25000.0,0.0,,0.0,0.0
Daeweon,Wolniewicz,M,808.0,574-6450,HONOLULU,HI,96818.0,S,N,15000.0,,1040.0,,0.0
,Cheriton,F,517.0,895-4038,BATTLE CREEK,MI,49017.0,S,Y,40000.0,3.9,3100.0,0.0,3100.0
Fatemeh,Knauff,M,605.0,865-1123,,SD,57105.0,S,N,90000.0,0.0,0.0,0.0,0.0
Pepijn,Larus,F,478.0,908-5680,SYLVESTER,,31791.0,S,N,50000.0,6.0,2700.0,,0.0
Derrick,Krzyzanowski,M,202.0,150-5486,WASHINGTON,DC,20544.0,M,N,10000.0,4.5,,2740.0,0.0
Dipti,Lidstone,M,847.0,557-7625,MILAN,IL,61264.0,M,N,70000.0,3.0,0.0,4000.0,0.0
,Miner,M,859.0,,PIKEVILLE,KY,41502.0,S,Y,5000.0,2.1111112,20.0,0.0,20.0
Renwei,Muhlen,F,208.0,331-8745,LEWISTON,ID,83501.0,S,N,90000.0,7.8,3300.0,0.0,0.0
Shinkyu,Ivanova,F,,966-2868,SALT LAKE CITY,UT,84184.0,S,N,85000.0,7.0,2475.0,0.0,
Barun,Viehstaedt,M,918.0,130-9137,OKLAHOMA CITY,,,M,N,40000.0,6.25,,,0.0
Kazuhiro,Duncan,F,260.0,,ORA,IN,46968.0,M,Y,,3.4,,,1000.0
Adnan,Weedman,F,339.0,988-3577,GRAFTON,MA,1519.0,M,Y,80000.0,5.3,0.0,7150.0,
Emilia,,M,317.0,933-2397,LINCOLN CITY,IN,47552.0,M,N,15000.0,3.4,0.0,2000.0,0.0
Jamel,Sinofsky,F,406.0,,SUN RIVER,MT,59483.0,S,Y,15000.0,6.9,1900.0,0.0,
Reinhold,Postley,F,251.0,497-9781,BYNUM,AL,,S,Y,100000.0,5.0,1500.0,0.0,300.0
Yeogirl,Shallof,M,251.0,454-7933,ARAB,AL,35016.0,S,Y,95000.0,5.0,1500.0,0.0,300.0
Sayed,Menhardt,M,808.0,174-1821,HANA,HI,96713.0,M,N,50000.0,8.25,0.0,,0.0
Sethu,Commoner,M,812.0,201-3071,INDIANAPOLIS,,46230.0,M,Y,,3.4,0.0,2000.0,1000.0
Fumitake,,M,207.0,,FREEDOM,ME,4941.0,S,Y,40000.0,,,0.0,2850.0
Bilhanan,Perkins,M,406.0,,WINSTON,MT,59647.0,S,N,90000.0,6.9,1900.0,0.0,0.0
Mouloud,Goodwyn,F,318.0,977-8956,SHREVEPORT,LA,,,Y,5000.0,2.0,0.0,9000.0,1000.0
Moriyoshi,Inaba,F,802.0,889-8381,BAKERSFIELD,VT,5441.0,M,N,90000.0,4.7957172,,6600.0,0.0
Woojin,Dunbar,M,315.0,769-1986,LIMESTONE,NY,14753.0,S,,35000.0,4.1564026,0.0,0.0,1000.0
Aqeel,Kratochvil,M,435.0,400-3995,,UT,84404.0,M,Y,30000.0,7.0,0.0,4950.0,2475.0
Sofya,,M,617.0,407-5630,READING,MA,1867.0,M,Y,20000.0,5.3,0.0,7150.0,1000.0
Maryline,Grue,,207.0,240-8237,DIXFIELD,,,S,Y,5000.0,,2850.0,0.0,2850.0
Leon,,F,503.0,923-7557,BANDON,OR,97411.0,M,N,70000.0,9.0,0.0,,0.0
Alvis,Liesche,F,623.0,445-5492,TUCSON,AZ,85731.0,M,Y,25000.0,3.1025,0.0,4200.0,2300.0
Edda,Randt,F,808.0,850-1500,FORT SHAFTER,HI,96858.0,S,Y,85000.0,8.25,1040.0,0.0,1040.0
Ethem,Milgram,M,843.0,765-9778,PLUM BRANCH,SC,29845.0,S,Y,100000.0,7.0,3300.0,0.0,3300.0
Prasad,Fanty,F,701.0,880-8670,HUNTER,ND,,S,Y,30000.0,2.1034775,3300.0,0.0,3300.0
Thore,,M,541.0,614-6873,MULINO,OR,97042.0,M,N,40000.0,,,,0.0
Rogers,Swiss,F,503.0,507-8934,GERVAIS,OR,97026.0,,N,45000.0,9.0,159.0,0.0,0.0
Jainendra,Dingus,M,808.0,844-7626,HILO,HI,96721.0,M,Y,65000.0,8.25,0.0,2080.0,1040.0
Ciyou,Veretennikov,M,907.0,721-9273,BUCKLAND,,99727.0,S,Y,75000.0,0.0,0.0,0.0,0.0
Petr,Mukouchi,F,505.0,483-3862,NAVAJO DAM,NM,87419.0,S,N,80000.0,5.3,3300.0,0.0,0.0
Imran,Double,M,304.0,305-2062,LESAGE,,25537.0,S,Y,20000.0,3.7,2000.0,0.0,2000.0
Sreerupa,Straubing,M,808.0,170-3409,KAHULUI,HI,96732.0,S,Y,35000.0,,1040.0,0.0,1040.0
Alicia,Tsunoo,M,864.0,705-4571,LANCASTER,SC,29722.0,S,N,30000.0,7.0,3300.0,0.0,0.0
Uzi,,F,401.0,,FOSTER,RI,2825.0,S,Y,40000.0,0.0,0.0,0.0,0.0
Yanggon,Allison,M,303.0,450-9273,CONEJOS,CO,81129.0,S,N,80000.0,4.63,0.0,,0.0
Hansjurgen,Edupuganty,M,701.0,819-8190,STREETER,ND,58483.0,M,Y,55000.0,2.3932838,0.0,6600.0,
Ezhan,,M,701.0,427-2711,TOWNER,ND,,M,Y,75000.0,2.6251287,0.0,6600.0,3300.0
Gregg,,F,203.0,681-7347,NEW PRESTON MARBLE DALE,,,S,Y,5000.0,3.0,12750.0,0.0,0.0
Duong,Ogurol,,775.0,424-2528,ELY,NV,89315.0,,Y,60000.0,0.0,0.0,0.0,0.0
Dainis,Rezende,F,808.0,788-6048,MAKAWELI,HI,96769.0,M,,85000.0,8.25,0.0,2080.0,0.0
Hairuo,Broggi,M,307.0,610-7806,ELK MOUNTAIN,,82324.0,M,Y,80000.0,0.0,0.0,0.0,0.0
,Stille,M,337.0,522-7800,BARATARIA,LA,70036.0,S,Y,65000.0,6.0,,0.0,1000.0
,Tibblin,F,256.0,132-3893,HUNTSVILLE,AL,,S,Y,20000.0,5.0,1500.0,0.0,300.0
Rollins,Raufmann,M,763.0,659-5236,DULUTH,MN,55804.0,,Y,80000.0,7.85,0.0,6600.0,3300.0
Srilekha,Olveszky,F,479.0,477-2787,BLYTHEVILLE,AR,72316.0,M,Y,45000.0,7.0,0.0,40.0,20.0
Jennie,Dang,M,702.0,867-1109,SILVERPEAK,NV,89047.0,S,N,5000.0,0.0,0.0,0.0,0.0
Ryohei,Ramaiah,M,850.0,646-4950,SAINT JAMES CITY,FL,33956.0,M,Y,95000.0,,0.0,0.0,0.0
Rolland,Caulk,F,228.0,960-1103,RAYMOND,MS,39154.0,M,N,20000.0,,0.0,12000.0,0.0
Keikichi,,M,701.0,966-4640,PETTIBONE,ND,58475.0,S,Y,80000.0,2.68309,,0.0,3300.0
Sajjad,Maguire,F,207.0,421-9636,PASSADUMKEAG,ME,4475.0,S,,30000.0,8.5,2850.0,0.0,0.0
Geraud,Rosenquist,M,603.0,642-9012,MOULTONBOROUGH,NH,3254.0,M,N,30000.0,0.0,0.0,0.0,0.0
Hergen,Walstra,F,360.0,807-1591,TEKOA,WA,99033.0,S,Y,90000.0,0.0,,0.0,0.0
Nabil,Fontan,M,502.0,196-8467,FALMOUTH,KY,41040.0,S,Y,35000.0,3.7777777,20.0,0.0,20.0
Brailey,Rackoff,F,608.0,,GALESVILLE,,54630.0,M,Y,40000.0,,0.0,1400.0,400.0
Sangeeta,Isshiki,M,561.0,523-5383,COCOA,FL,32927.0,,N,100000.0,0.0,0.0,0.0,0.0
